,y,y_test
32644,7,0
32645,6,0
32646,7,6
32647,1,4
32648,3,6
32649,6,0
32650,6,0
32651,4,0
32652,1,0
32653,7,0
32654,3,6
32655,3,6
32656,7,0
32657,2,0
32658,7,4
32659,6,3
32660,7,4
32661,3,6
32662,7,4
32663,0,4
32664,0,4
32665,7,0
32666,6,4
32667,1,0
32668,4,0
32669,1,4
32670,3,0
32671,2,0
32672,6,4
32673,2,0
32674,0,6
32675,0,0
32676,2,0
32677,7,0
32678,2,6
32679,0,0
32680,6,3
32681,7,3
32682,8,6
32683,1,0
32684,7,0
32685,7,3
32686,7,0
32687,0,3
32688,7,4
32689,5,4
32690,1,0
32691,1,0
32692,3,4
32693,5,6
32694,0,0
32695,2,0
32696,2,0
32697,7,0
32698,7,0
32699,3,3
32700,3,3
32701,2,0
32702,6,4
32703,1,0
32704,0,0
32705,6,0
32706,2,0
32707,4,0
32708,7,0
32709,0,6
32710,4,0
32711,1,0
32712,0,6
32713,0,0
32714,6,3
32715,7,3
32716,6,4
32717,2,0
32718,2,0
32719,2,4
32720,4,3
32721,6,3
32722,3,6
32723,2,3
32724,6,3
32725,2,0
32726,4,4
32727,7,0
32728,5,4
32729,3,3
32730,7,0
32731,6,0
32732,7,0
32733,6,6
32734,7,0
32735,4,6
32736,7,4
32737,1,4
32738,6,3
32739,2,0
32740,5,6
32741,4,0
32742,1,0
32743,5,6
32744,7,0
32745,2,3
32746,6,6
32747,3,6
32748,1,6
32749,6,4
32750,7,4
32751,2,0
32752,6,0
32753,6,0
32754,7,0
32755,1,4
32756,7,0
32757,1,0
32758,7,3
32759,7,0
32760,4,4
32761,0,4
32762,6,0
32763,7,0
32764,2,0
32765,2,0
32766,0,4
32767,0,0
32768,6,0
32769,0,0
32770,3,6
32771,1,0
32772,0,0
32773,6,0
32774,7,0
32775,6,6
32776,0,0
32777,5,3
32778,7,0
32779,0,0
32780,7,0
32781,0,0
32782,1,4
32783,6,0
32784,0,0
32785,6,4
32786,4,0
32787,3,3
32788,6,4
32789,4,0
32790,5,0
32791,0,0
32792,6,4
32793,7,0
32794,7,4
32795,1,0
32796,5,6
32797,0,0
32798,2,0
32799,5,0
32800,0,0
32801,5,6
32802,6,4
32803,7,0
32804,5,6
32805,3,3
32806,0,3
32807,1,4
32808,1,0
32809,3,4
32810,7,3
32811,1,0
32812,0,6
32813,2,0
32814,6,0
32815,7,0
32816,5,6
32817,2,0
32818,2,3
32819,5,0
32820,2,0
32821,0,0
32822,6,4
32823,2,0
32824,7,0
32825,5,6
32826,5,3
32827,1,0
32828,0,4
32829,6,0
32830,4,3
32831,2,0
32832,4,6
32833,4,3
32834,1,4
32835,3,0
32836,4,0
32837,0,0
32838,6,4
32839,0,0
32840,3,0
32841,0,6
32842,7,4
32843,4,6
32844,1,0
32845,4,4
32846,4,0
32847,4,6
32848,7,4
32849,1,0
32850,7,4
32851,0,0
32852,0,0
32853,3,6
32854,3,6
32855,2,0
32856,5,0
32857,0,0
32858,0,0
32859,1,0
32860,1,4
32861,6,0
32862,7,4
32863,3,0
32864,4,0
32865,0,0
32866,7,0
32867,6,0
32868,0,0
32869,6,3
32870,6,0
32871,0,4
32872,4,4
32873,1,0
32874,7,6
32875,3,4
32876,7,0
32877,0,0
32878,1,0
32879,3,3
32880,5,0
32881,6,4
32882,6,0
32883,2,0
32884,1,4
32885,7,4
32886,2,0
32887,7,4
32888,3,0
32889,5,6
32890,3,0
32891,3,0
32892,7,0
32893,2,0
32894,3,3
32895,7,0
32896,3,3
32897,0,6
32898,0,0
32899,4,6
32900,3,6
32901,3,3
32902,6,4
32903,3,0
32904,6,0
32905,4,0
32906,2,0
32907,1,4
32908,1,0
32909,3,4
32910,6,4
32911,0,4
32912,0,6
32913,2,4
32914,3,3
32915,0,0
32916,0,0
32917,7,0
32918,7,6
32919,0,6
32920,1,4
32921,0,0
32922,7,6
32923,1,0
32924,1,0
32925,6,0
32926,6,4
32927,6,0
32928,1,0
32929,3,0
32930,4,0
32931,3,0
32932,7,4
32933,6,3
32934,2,0
32935,2,6
32936,1,0
32937,4,4
32938,6,3
32939,3,6
32940,2,0
32941,7,0
32942,1,0
32943,2,4
32944,7,0
32945,1,0
32946,5,0
32947,7,0
32948,2,0
32949,3,3
32950,3,4
32951,1,4
32952,2,6
32953,2,0
32954,0,3
32955,4,6
32956,0,0
32957,5,6
32958,6,0
32959,1,0
32960,7,4
32961,7,0
32962,6,0
32963,2,0
32964,1,0
32965,0,0
32966,7,0
32967,7,0
32968,7,3
32969,1,0
32970,7,0
32971,4,0
32972,5,4
32973,1,0
32974,4,6
32975,1,0
32976,7,0
32977,7,0
32978,1,4
32979,4,0
32980,0,0
32981,7,4
32982,7,0
32983,6,0
32984,2,0
32985,3,6
32986,2,0
32987,6,0
32988,3,6
32989,2,0
32990,6,4
32991,5,0
32992,4,3
32993,4,0
32994,7,0
32995,4,4
32996,7,4
32997,5,4
32998,8,3
32999,6,4
33000,1,0
33001,6,6
33002,7,0
33003,3,6
33004,0,0
33005,6,0
33006,0,0
33007,4,0
33008,0,0
33009,7,4
33010,0,0
33011,4,0
33012,7,4
33013,7,4
33014,2,6
33015,7,6
33016,2,3
33017,0,0
33018,2,0
33019,2,3
33020,3,6
33021,6,3
33022,4,0
33023,3,0
33024,1,4
33025,1,6
33026,7,0
33027,1,4
33028,0,6
33029,2,0
33030,2,0
33031,2,0
33032,4,6
33033,6,4
33034,7,0
33035,7,0
33036,7,0
33037,1,4
33038,3,0
33039,0,0
33040,4,0
33041,3,6
33042,0,4
33043,3,4
33044,5,6
33045,6,4
33046,0,0
33047,5,6
33048,1,0
33049,7,0
33050,6,4
33051,2,0
33052,0,4
33053,6,4
33054,0,0
33055,2,3
33056,7,0
33057,0,0
33058,7,3
33059,3,0
33060,6,4
33061,7,0
33062,4,0
33063,4,0
33064,2,0
33065,0,0
33066,6,0
33067,1,0
33068,5,6
33069,4,4
33070,2,0
33071,2,0
33072,7,0
33073,0,0
33074,2,0
33075,0,0
33076,7,0
33077,2,4
33078,5,4
33079,0,4
33080,2,0
33081,0,4
33082,4,0
33083,3,0
33084,0,0
33085,2,0
33086,4,0
33087,2,0
33088,2,4
33089,2,6
33090,1,6
33091,1,0
33092,0,0
33093,3,3
33094,7,0
33095,4,0
33096,3,4
33097,0,0
33098,4,0
33099,3,3
33100,0,0
33101,7,0
33102,6,4
33103,1,0
33104,0,0
33105,0,4
33106,1,0
33107,7,6
33108,6,6
33109,6,3
33110,2,0
33111,1,4
33112,3,3
33113,1,0
33114,6,0
33115,6,3
33116,1,4
33117,2,0
33118,2,4
33119,6,3
33120,0,0
33121,4,0
33122,3,6
33123,6,4
33124,0,0
33125,5,4
33126,3,6
33127,3,4
33128,1,4
33129,7,0
33130,7,0
33131,5,3
33132,4,0
33133,4,0
33134,1,6
33135,1,4
33136,7,0
33137,4,6
33138,3,0
33139,2,0
33140,7,0
33141,7,0
33142,6,4
33143,0,0
33144,6,0
33145,0,6
33146,0,0
33147,5,0
33148,1,0
33149,1,0
33150,8,6
33151,6,4
33152,7,0
33153,1,0
33154,6,4
33155,4,0
33156,7,0
33157,0,0
33158,2,0
33159,7,6
33160,1,0
33161,7,0
33162,0,6
33163,6,0
33164,3,6
33165,3,4
33166,6,0
33167,0,0
33168,6,4
33169,3,0
33170,6,4
33171,6,4
33172,2,0
33173,0,0
33174,4,0
33175,4,0
33176,7,0
33177,4,4
33178,1,4
33179,6,6
33180,4,0
33181,6,0
33182,7,3
33183,5,4
33184,7,0
33185,6,0
33186,6,0
33187,7,0
33188,1,0
33189,6,4
33190,7,0
33191,8,6
33192,6,4
33193,4,0
33194,7,3
33195,7,0
33196,2,6
33197,2,0
33198,4,3
33199,7,6
33200,7,0
33201,1,0
33202,3,6
33203,0,4
33204,7,0
33205,7,0
33206,5,4
33207,1,4
33208,1,6
33209,7,3
33210,2,4
33211,7,6
33212,0,0
33213,7,6
33214,4,0
33215,6,4
33216,6,4
33217,3,6
33218,7,0
33219,1,0
33220,1,6
33221,2,0
33222,2,0
33223,7,4
33224,3,4
33225,2,0
33226,7,0
33227,2,6
33228,7,0
33229,6,4
33230,2,6
33231,7,0
33232,0,0
33233,0,0
33234,6,4
33235,7,4
33236,6,4
33237,3,6
33238,4,0
33239,2,0
33240,3,3
33241,2,0
33242,3,0
33243,0,4
33244,5,0
33245,1,0
33246,5,0
33247,0,0
33248,6,4
33249,0,0
33250,4,0
33251,2,0
33252,2,0
33253,2,6
33254,7,0
33255,1,0
33256,7,0
33257,7,0
33258,1,0
33259,5,4
33260,4,0
33261,0,4
33262,0,0
33263,7,6
33264,5,4
33265,1,6
33266,1,4
33267,7,0
33268,7,0
33269,7,4
33270,2,0
33271,1,0
33272,4,4
33273,3,0
33274,1,0
33275,0,6
33276,7,0
33277,6,4
33278,3,3
33279,7,0
33280,2,6
33281,5,0
33282,1,0
33283,0,0
33284,3,6
33285,0,4
33286,2,0
33287,0,4
33288,1,0
33289,1,0
33290,5,4
33291,7,4
33292,4,6
33293,1,0
33294,5,0
33295,1,0
33296,1,0
33297,0,4
33298,3,0
33299,7,3
33300,4,0
33301,7,0
33302,6,0
33303,1,0
33304,0,0
33305,0,4
33306,0,0
33307,6,4
33308,0,0
33309,7,0
33310,5,0
33311,0,0
33312,6,4
33313,3,0
33314,7,4
33315,7,0
33316,6,4
33317,3,0
33318,2,0
33319,7,0
33320,7,0
33321,0,0
33322,1,0
33323,1,6
33324,7,0
33325,6,3
33326,7,0
33327,2,0
33328,1,4
33329,5,6
33330,6,4
33331,6,0
33332,0,6
33333,1,0
33334,7,0
33335,1,0
33336,0,0
33337,5,0
33338,7,0
33339,4,0
33340,0,0
33341,7,0
33342,8,0
33343,6,0
33344,5,6
33345,2,6
33346,0,4
33347,6,4
33348,6,4
33349,0,0
33350,7,6
33351,7,0
33352,2,6
33353,7,0
33354,0,0
33355,2,6
33356,7,4
33357,4,0
33358,2,0
33359,4,0
33360,0,0
33361,6,4
33362,4,4
33363,3,6
33364,1,0
33365,6,3
33366,0,0
33367,5,6
33368,1,0
33369,2,6
33370,0,0
33371,4,0
33372,4,0
33373,1,6
33374,7,6
33375,0,6
33376,3,0
33377,3,6
33378,3,4
33379,7,0
33380,1,4
33381,7,0
33382,3,0
33383,4,0
33384,4,4
33385,0,0
33386,7,0
33387,1,0
33388,1,0
33389,6,4
33390,7,0
33391,7,0
33392,7,0
33393,7,3
33394,6,6
33395,0,3
33396,7,0
33397,7,0
33398,2,0
33399,5,4
33400,7,0
33401,0,0
33402,7,0
33403,0,4
33404,4,0
33405,7,4
33406,3,0
33407,7,0
33408,1,4
33409,0,4
33410,0,0
33411,0,4
33412,4,6
33413,7,0
33414,6,6
33415,4,6
33416,1,0
33417,6,0
33418,0,0
33419,3,0
33420,4,4
33421,1,6
33422,0,0
33423,1,6
33424,7,0
33425,2,0
33426,1,0
33427,3,6
33428,7,4
33429,5,6
33430,1,0
33431,6,0
33432,7,6
33433,1,4
33434,1,6
33435,3,0
33436,2,0
33437,0,4
33438,0,0
33439,3,6
33440,0,4
33441,4,3
33442,7,0
33443,1,6
33444,7,0
33445,7,0
33446,2,0
33447,6,0
33448,4,3
33449,1,4
33450,4,4
33451,2,0
33452,7,4
33453,2,0
33454,3,3
33455,3,4
33456,1,6
33457,5,0
33458,2,0
33459,2,6
33460,0,0
33461,7,3
33462,7,0
33463,4,4
33464,1,0
33465,2,6
33466,7,4
33467,2,0
33468,5,6
33469,3,6
33470,2,0
33471,6,4
33472,4,3
33473,3,3
33474,6,4
33475,4,4
33476,5,6
33477,3,3
33478,6,3
33479,1,4
33480,7,3
33481,2,0
33482,4,0
33483,7,0
33484,7,0
33485,6,0
33486,7,0
33487,0,4
33488,0,4
33489,0,0
33490,1,0
33491,4,6
33492,0,0
33493,3,0
33494,6,4
33495,7,0
33496,6,4
33497,1,0
33498,0,4
33499,7,0
33500,4,0
33501,7,4
33502,0,0
33503,7,4
33504,7,0
33505,7,0
33506,6,4
33507,4,0
33508,7,0
33509,3,0
33510,6,0
33511,6,4
33512,1,0
33513,2,0
33514,6,4
33515,7,4
33516,7,6
33517,5,6
33518,1,0
33519,7,0
33520,2,0
33521,6,0
33522,4,0
33523,7,0
33524,7,4
33525,4,3
33526,4,3
33527,6,4
33528,0,4
33529,4,4
33530,4,0
33531,1,0
33532,2,4
33533,5,0
33534,5,0
33535,7,0
33536,1,0
33537,2,0
33538,5,6
33539,6,4
33540,0,0
33541,7,4
33542,1,0
33543,6,4
33544,0,0
33545,2,6
33546,1,6
33547,6,0
33548,3,0
33549,1,4
33550,2,4
33551,2,3
33552,6,0
33553,1,0
33554,3,0
33555,6,4
33556,7,0
33557,0,4
33558,7,4
33559,7,0
33560,0,0
33561,6,3
33562,2,4
33563,2,4
33564,2,0
33565,5,6
33566,6,4
33567,7,6
33568,4,6
33569,0,4
33570,6,3
33571,2,0
33572,3,6
33573,4,0
33574,2,0
33575,0,4
33576,4,0
33577,0,0
33578,7,4
33579,2,6
33580,6,0
33581,7,0
33582,2,6
33583,7,4
33584,0,0
33585,7,0
33586,6,4
33587,7,0
33588,6,3
33589,1,4
33590,4,4
33591,7,0
33592,4,6
33593,8,6
33594,1,4
33595,0,0
33596,7,4
33597,0,0
33598,0,4
33599,6,4
33600,4,6
33601,0,0
33602,3,3
33603,0,0
33604,7,0
33605,3,3
33606,6,3
33607,3,3
33608,5,0
33609,2,0
33610,7,0
33611,1,4
33612,7,4
33613,0,0
33614,6,0
33615,1,6
33616,4,6
33617,7,6
33618,7,3
33619,1,0
33620,4,0
33621,3,4
33622,2,6
33623,6,3
33624,3,0
33625,7,0
33626,7,0
33627,1,0
33628,0,0
33629,1,0
33630,3,6
33631,7,0
33632,7,0
33633,2,0
33634,6,0
33635,2,0
33636,7,4
33637,1,0
33638,0,4
33639,7,3
33640,7,3
33641,4,0
33642,6,6
33643,1,4
33644,1,0
33645,6,0
33646,6,0
33647,2,0
33648,7,0
33649,0,0
33650,7,0
33651,2,0
33652,7,4
33653,7,0
33654,2,0
33655,3,0
33656,7,3
33657,3,0
33658,0,6
33659,7,4
33660,2,0
33661,0,0
33662,5,6
33663,3,6
33664,5,6
33665,1,0
33666,6,4
33667,3,3
33668,1,0
33669,0,0
33670,3,4
33671,5,0
33672,3,6
33673,6,4
33674,0,0
33675,5,6
33676,4,6
33677,1,4
33678,5,0
33679,6,3
33680,6,4
33681,7,4
33682,7,0
33683,6,0
33684,2,0
33685,7,0
33686,1,0
33687,0,0
33688,1,6
33689,4,0
33690,0,0
33691,6,0
33692,6,0
33693,3,3
33694,1,0
33695,4,4
33696,2,3
33697,1,0
33698,0,0
33699,3,3
33700,4,4
33701,0,0
33702,6,3
33703,7,4
33704,1,0
33705,3,3
33706,0,4
33707,3,4
33708,7,4
33709,1,6
33710,2,6
33711,0,3
33712,6,6
33713,2,6
33714,7,0
33715,6,4
33716,4,0
33717,3,0
33718,4,0
33719,0,6
33720,6,0
33721,4,3
33722,7,0
33723,2,0
33724,1,4
33725,6,3
33726,7,3
33727,4,0
33728,1,0
33729,4,0
33730,7,0
33731,3,6
33732,4,0
33733,3,6
33734,6,0
33735,2,0
33736,1,0
33737,4,6
33738,1,4
33739,6,6
33740,7,0
33741,2,3
33742,7,6
33743,1,4
33744,6,0
33745,0,6
33746,0,0
33747,4,0
33748,0,0
33749,2,0
33750,7,0
33751,4,6
33752,0,6
33753,6,4
33754,7,0
33755,6,0
33756,1,0
33757,6,4
33758,0,3
33759,2,4
33760,1,0
33761,3,3
33762,1,0
33763,7,3
33764,1,4
33765,6,0
33766,7,0
33767,7,3
33768,6,3
33769,6,3
33770,6,3
33771,3,0
33772,4,0
33773,7,0
33774,5,6
33775,1,0
33776,4,0
33777,6,0
33778,8,3
33779,7,6
33780,7,0
33781,3,6
33782,0,3
33783,7,0
33784,2,6
33785,6,0
33786,4,3
33787,2,6
33788,2,0
33789,7,0
33790,0,6
33791,1,0
33792,2,0
33793,2,0
33794,1,6
33795,4,3
33796,1,6
33797,4,0
33798,3,3
33799,5,4
33800,0,4
33801,4,0
33802,7,0
33803,3,6
33804,2,0
33805,2,0
33806,2,3
33807,7,0
33808,3,6
33809,2,0
33810,3,6
33811,7,4
33812,4,0
33813,2,0
33814,3,4
33815,2,0
33816,4,0
33817,3,0
33818,2,0
33819,6,6
33820,4,6
33821,1,0
33822,4,4
33823,0,0
33824,2,3
33825,5,4
33826,1,6
33827,2,0
33828,2,0
33829,3,3
33830,2,0
33831,4,0
33832,6,0
33833,3,0
33834,4,6
33835,2,0
33836,5,6
33837,4,4
33838,0,0
33839,7,0
33840,0,0
33841,0,4
33842,4,4
33843,6,0
33844,7,6
33845,7,0
33846,4,6
33847,7,4
33848,6,0
33849,4,0
33850,3,0
33851,1,4
33852,6,6
33853,7,0
33854,1,0
33855,5,0
33856,2,0
33857,7,6
33858,7,0
33859,4,0
33860,1,6
33861,3,4
33862,7,6
33863,1,0
33864,0,6
33865,4,0
33866,3,3
33867,4,0
33868,6,4
33869,2,0
33870,7,0
33871,0,0
33872,7,0
33873,6,6
33874,7,3
33875,0,0
33876,6,0
33877,2,6
33878,4,0
33879,3,6
33880,0,0
33881,2,0
33882,1,0
33883,1,0
33884,3,6
33885,6,4
33886,0,4
33887,4,0
33888,7,0
33889,5,0
33890,0,6
33891,2,0
33892,6,4
33893,6,4
33894,3,0
33895,3,0
33896,6,0
33897,6,0
33898,3,3
33899,1,4
33900,6,4
33901,1,4
33902,2,3
33903,2,0
33904,6,6
33905,6,6
33906,0,4
33907,2,4
33908,3,3
33909,1,0
33910,7,4
33911,7,6
33912,6,0
33913,4,6
33914,0,0
33915,6,3
33916,4,6
33917,7,0
33918,0,0
33919,0,0
33920,4,0
33921,2,6
33922,2,0
33923,0,0
33924,2,3
33925,3,0
33926,6,4
33927,0,0
33928,6,0
33929,3,4
33930,1,0
33931,7,0
33932,6,4
33933,6,4
33934,7,0
33935,5,3
33936,3,0
33937,7,0
33938,5,0
33939,7,0
33940,4,6
33941,1,0
33942,1,0
33943,0,0
33944,0,0
33945,4,4
33946,7,6
33947,0,6
33948,6,6
33949,2,0
33950,7,3
33951,7,3
33952,7,0
33953,2,0
33954,6,4
33955,2,0
33956,7,0
33957,0,3
33958,0,0
33959,0,4
33960,7,0
33961,4,6
33962,2,6
33963,3,3
33964,1,4
33965,0,4
33966,1,4
33967,7,0
33968,2,0
33969,3,0
33970,4,4
33971,6,4
33972,2,0
33973,1,0
33974,0,6
33975,6,4
33976,2,0
33977,4,0
33978,0,6
33979,2,0
33980,4,6
33981,6,4
33982,3,0
33983,7,4
33984,1,6
33985,1,0
33986,6,3
33987,1,0
33988,3,0
33989,0,4
33990,7,0
33991,0,0
33992,1,0
33993,7,0
33994,4,6
33995,1,4
33996,7,4
33997,7,0
33998,4,0
33999,0,0
34000,2,0
34001,7,3
34002,2,0
34003,7,4
34004,4,4
34005,0,4
34006,3,0
34007,2,6
34008,3,0
34009,4,0
34010,3,0
34011,7,0
34012,1,0
34013,4,0
34014,1,4
34015,1,0
34016,3,4
34017,5,3
34018,7,6
34019,6,0
34020,7,0
34021,3,6
34022,3,6
34023,3,6
34024,0,4
34025,3,6
34026,1,4
34027,7,0
34028,0,0
34029,1,4
34030,7,0
34031,0,3
34032,2,0
34033,6,4
34034,6,0
34035,2,0
34036,3,4
34037,7,0
34038,4,0
34039,7,3
34040,6,0
34041,6,4
34042,5,6
34043,7,3
34044,1,0
34045,0,6
34046,7,0
34047,1,0
34048,7,0
34049,1,6
34050,1,6
34051,7,0
34052,7,4
34053,1,0
34054,5,4
34055,4,0
34056,4,0
34057,1,0
34058,4,3
34059,7,0
34060,2,4
34061,0,0
34062,7,4
34063,2,0
34064,1,4
34065,1,0
34066,1,4
34067,1,4
34068,4,6
34069,0,0
34070,1,6
34071,7,3
34072,7,0
34073,7,6
34074,6,4
34075,1,0
34076,6,0
34077,3,0
34078,7,0
34079,1,4
34080,6,4
34081,1,0
34082,4,6
34083,2,0
34084,1,4
34085,3,0
34086,1,4
34087,1,0
34088,4,0
34089,6,3
34090,7,0
34091,5,6
34092,3,3
34093,6,0
34094,3,6
34095,0,3
34096,3,6
34097,0,0
34098,7,0
34099,7,0
34100,7,0
34101,7,3
34102,5,0
34103,4,0
34104,7,4
34105,7,0
34106,6,6
34107,2,0
34108,6,4
34109,4,0
34110,6,4
34111,0,0
34112,6,0
34113,0,4
34114,7,6
34115,7,6
34116,1,0
34117,0,0
34118,0,0
34119,5,6
34120,2,0
34121,1,6
34122,6,4
34123,6,0
34124,7,6
34125,0,0
34126,6,0
34127,7,0
34128,7,0
34129,6,0
34130,7,0
34131,6,4
34132,0,6
34133,3,0
34134,2,0
34135,5,0
34136,6,4
34137,1,0
34138,6,6
34139,7,0
34140,1,0
34141,6,0
34142,7,4
34143,3,0
34144,5,6
34145,3,0
34146,7,0
34147,7,0
34148,3,6
34149,0,0
34150,2,6
34151,0,6
34152,1,0
34153,1,0
34154,1,0
34155,4,3
34156,7,0
34157,4,0
34158,6,0
34159,5,0
34160,4,0
34161,2,0
34162,3,0
34163,6,0
34164,2,0
34165,2,3
34166,3,0
34167,7,0
34168,0,0
34169,1,4
34170,6,4
34171,0,0
34172,1,6
34173,0,4
34174,2,6
34175,0,0
34176,5,0
34177,0,6
34178,7,0
34179,6,4
34180,0,0
34181,0,0
34182,7,0
34183,2,0
34184,1,6
34185,2,0
34186,1,4
34187,7,0
34188,7,0
34189,7,0
34190,6,6
34191,2,0
34192,2,3
34193,4,0
34194,5,0
34195,7,0
34196,1,0
34197,6,4
34198,3,6
34199,6,0
34200,3,0
34201,0,0
34202,5,6
34203,2,3
34204,0,4
34205,1,6
34206,7,6
34207,7,6
34208,2,0
34209,5,4
34210,2,0
34211,5,6
34212,2,3
34213,7,0
34214,4,0
34215,0,6
34216,1,4
34217,7,3
34218,6,0
34219,5,3
34220,6,0
34221,2,6
34222,5,0
34223,0,6
34224,4,0
34225,1,6
34226,1,4
34227,7,0
34228,1,4
34229,4,6
34230,0,0
34231,2,0
34232,2,6
34233,0,4
34234,5,0
34235,7,0
34236,0,6
34237,7,0
34238,0,0
34239,5,6
34240,5,6
34241,0,3
34242,7,4
34243,0,0
34244,2,0
34245,0,0
34246,1,4
34247,0,0
34248,6,0
34249,0,0
34250,7,4
34251,6,0
34252,0,0
34253,7,0
34254,7,0
34255,6,0
34256,1,0
34257,0,6
34258,7,0
34259,7,0
34260,0,0
34261,7,0
34262,2,0
34263,1,0
34264,7,0
34265,2,0
34266,6,3
34267,5,0
34268,7,0
34269,3,3
34270,7,4
34271,2,0
34272,0,3
34273,0,3
34274,4,0
34275,4,4
34276,2,0
34277,0,0
34278,4,3
34279,1,4
34280,0,6
34281,1,0
34282,2,4
34283,3,3
34284,2,3
34285,3,6
34286,4,6
34287,4,0
34288,7,0
34289,0,0
34290,0,0
34291,2,0
34292,6,4
34293,0,6
34294,1,4
34295,0,4
34296,0,0
34297,7,0
34298,1,6
34299,0,4
34300,5,6
34301,6,6
34302,1,0
34303,1,4
34304,1,6
34305,2,3
34306,3,6
34307,6,3
34308,1,4
34309,1,4
34310,1,4
34311,4,0
34312,0,0
34313,7,0
34314,2,0
34315,7,0
34316,6,4
34317,3,6
34318,7,0
34319,1,0
34320,6,0
34321,2,3
34322,6,4
34323,0,0
34324,6,0
34325,1,0
34326,7,4
34327,4,6
34328,7,0
34329,3,6
34330,5,4
34331,2,3
34332,2,0
34333,6,0
34334,7,0
34335,6,0
34336,6,6
34337,0,0
34338,4,0
34339,6,4
34340,2,0
34341,7,6
34342,6,6
34343,7,0
34344,1,0
34345,7,0
34346,3,4
34347,6,6
34348,4,0
34349,0,0
34350,1,4
34351,7,0
34352,6,4
34353,7,0
34354,7,0
34355,7,0
34356,7,0
34357,7,0
34358,3,0
34359,3,6
34360,4,0
34361,7,4
34362,2,0
34363,6,6
34364,5,6
34365,0,0
34366,6,0
34367,0,4
34368,7,3
34369,6,4
34370,6,3
34371,3,3
34372,7,3
34373,3,6
34374,2,6
34375,2,0
34376,6,3
34377,1,4
34378,7,6
34379,2,0
34380,2,0
34381,6,6
34382,6,6
34383,4,0
34384,7,3
34385,7,0
34386,0,0
34387,0,3
34388,5,0
34389,1,4
34390,4,0
34391,0,0
34392,4,0
34393,1,4
34394,1,0
34395,4,6
34396,4,6
34397,6,4
34398,4,0
34399,5,0
34400,2,0
34401,4,6
34402,6,0
34403,0,0
34404,0,0
34405,1,0
34406,0,0
34407,7,4
34408,2,0
34409,4,0
34410,2,6
34411,5,6
34412,6,0
34413,2,0
34414,7,0
34415,7,4
34416,4,3
34417,4,6
34418,2,6
34419,2,0
34420,7,0
34421,2,0
34422,6,0
34423,7,3
34424,2,0
34425,2,0
34426,1,0
34427,4,0
34428,4,0
34429,4,0
34430,0,6
34431,1,6
34432,1,0
34433,0,0
34434,0,6
34435,7,0
34436,5,6
34437,3,6
34438,0,6
34439,7,3
34440,1,0
34441,2,0
34442,6,0
34443,6,0
34444,4,0
34445,1,6
34446,0,4
34447,1,0
34448,7,4
34449,3,6
34450,4,6
34451,4,0
34452,1,0
34453,2,3
34454,7,0
34455,7,3
34456,7,6
34457,0,0
34458,5,4
34459,6,0
34460,4,0
34461,3,3
34462,4,0
34463,6,4
34464,3,3
34465,4,6
34466,7,4
34467,2,0
34468,7,3
34469,7,0
34470,7,0
34471,2,0
34472,0,0
34473,1,4
34474,6,4
34475,7,0
34476,1,0
34477,7,3
34478,4,0
34479,4,6
34480,6,4
34481,3,6
34482,7,4
34483,7,0
34484,0,4
34485,2,0
34486,2,6
34487,7,3
34488,1,6
34489,4,0
34490,6,3
34491,4,0
34492,2,6
34493,6,3
34494,6,0
34495,0,4
34496,6,4
34497,0,0
34498,1,6
34499,0,0
34500,7,0
34501,7,4
34502,4,3
34503,4,3
34504,4,6
34505,7,0
34506,1,0
34507,4,6
34508,2,4
34509,7,6
34510,5,6
34511,2,0
34512,7,0
34513,4,0
34514,4,0
34515,7,0
34516,2,6
34517,7,3
34518,5,6
34519,7,0
34520,1,0
34521,3,6
34522,2,4
34523,7,4
34524,4,0
34525,2,6
34526,7,6
34527,7,0
34528,4,0
34529,1,6
34530,7,0
34531,7,0
34532,4,4
34533,4,3
34534,7,0
34535,6,0
34536,2,0
34537,4,6
34538,3,3
34539,0,0
34540,7,4
34541,6,4
34542,4,0
34543,3,4
34544,6,3
34545,3,0
34546,4,6
34547,0,0
34548,6,4
34549,7,6
34550,0,0
34551,2,0
34552,3,3
34553,1,0
34554,4,6
34555,3,0
34556,7,3
34557,7,0
34558,3,0
34559,3,0
34560,2,6
34561,7,0
34562,6,0
34563,6,4
34564,0,0
34565,1,4
34566,0,4
34567,0,0
34568,1,4
34569,6,0
34570,0,0
34571,4,0
34572,6,4
34573,6,4
34574,1,4
34575,6,0
34576,7,0
34577,3,6
34578,4,0
34579,7,0
34580,3,6
34581,1,4
34582,0,0
34583,1,4
34584,6,0
34585,7,0
34586,5,0
34587,4,0
34588,7,0
34589,7,0
34590,6,4
34591,4,0
34592,6,6
34593,5,0
34594,2,0
34595,1,0
34596,2,0
34597,7,4
34598,2,0
34599,3,3
34600,0,0
34601,2,0
34602,7,0
34603,4,0
34604,0,6
34605,6,0
34606,4,0
34607,3,3
34608,7,0
34609,3,0
34610,7,0
34611,3,6
34612,6,4
34613,1,4
34614,5,0
34615,4,0
34616,2,0
34617,2,0
34618,7,6
34619,0,6
34620,5,6
34621,1,4
34622,2,0
34623,2,0
34624,3,6
34625,7,4
34626,1,0
34627,1,6
34628,7,0
34629,0,0
34630,2,6
34631,4,3
34632,7,0
34633,4,4
34634,2,0
34635,7,0
34636,1,0
34637,7,0
34638,5,6
34639,2,4
34640,7,0
34641,4,0
34642,3,0
